gives,3.5200016094920628
soothing,4.292958258634586
still,2.9843884396671525
go,3.1272208035456948
effective,3.947500434663427
works,4.010516004732562
awesome,4.475344535427568
special,2.5741553583977965
nicely,3.6479820086815358
good,3.6756381069125
real,3.1397354856694752
sticky,2.2204299551236177
see,3.1461218951770835
supposed,3.4856926541626905
expected,3.440790205579523
not use,2.098583527432542
make,3.333350818075992
healthy,3.8518313137605693
recommended,4.2370065562470485
try,3.0567098967068342
cute,3.679914299497573
fine,3.2523610900331605
satisfied,4.2573436643354166
not be,2.5433969167768042
favorite,4.446850501379406
pleasantly,4.321516606928384
acne,2.885538626813974
liked,3.1667358519914317
advertised,3.9455592992208586
much,2.581136285487672
clean,3.8268669493741165
almost,3.1157375788265473
absolutely,3.4907324691473747
not expected,2.179889985709979
less,3.030899237279008
back,3.548283475662769
disappointed,1.7455862895589107
regular,3.003906176540563
styling,3.2457379549845333
extremely,2.6036260331526777
yet,3.134793347083616
away,2.4562641222108166
smells,3.1549514121347118
aging,4.406774159977526
big,2.5041970102105333
wrong,2.026120560439405
longer,3.0254605337622555
break,1.8263727106394199
outstanding,4.89928098220544
recommend,3.893529455034616
different,2.6527889256248804
decent,3.4180400090399305
interesting,3.7298655386169792
not as good,2.407588116266484
made,2.1293840423827897
not live,2.6675361447178743
amazing,4.520808312393127
not sure,2.7838060441805417
last,3.188010653083964
skin,3.178978408803555
always,3.8922204011397663
beautiful,4.210573187022815
hair,2.709770840261249
impressed,4.121332744606158
get,2.6527933497945813
leave,3.1179424770010993
simple,3.404565332781201
daily,3.9134766748672636
lasts,3.3785976393199966
high,2.946190037028385
awful,1.4188494634994837
hate,1.5624967236767835
happy,4.075970708926269
read,2.380992420040724
quick,3.5881187682847075
pay,2.15177524897451
came,3.133239735667151
lovely,4.091255641123434
incredible,4.647194610518675
feel,3.2023468438132823
not great,2.462040348244578
say,2.8210101453684695
really,3.216989225094485
surprisingly,4.015962150555963
quickly,3.22564878287561
helps,3.78994585544598
bought,2.98234091307984
okay,2.9365844157898264
not so great,2.212798261719654
great,4.132076197313142
not believe,2.369115126227026
totally,2.7465475781311577
going,3.384154357083214
little,3.303535654218075
not impressed,1.9753175489419381
definitely,3.3256606854296775
far,3.799815613027593
finally,4.322728221849917
pleased,4.255430353760804
looks,3.1779951264377475
'm,3.4930947228770286
cheap,1.8709768531838407
excellent,4.491657489675083
look,2.5704668251001284
drying,2.211934597543194
best,4.530124566432906
not like,2.072227702166988
not good,1.801542417967297
free,3.280540625255375
enough,2.6958446647958865
need,3.4802687883897656
inexpensive,3.809335476663571
got,2.5839416125661
's,2.9916525908668237
gorgeous,4.458683929189196
not work,1.6260581779785142
small,2.853154042572352
dry,3.032219922926048
true,3.6558476106397775
love,4.328357049575916
professional,4.69757070417754
perfectly,3.958121116095245
not waste,1.1288240646444057
black,3.1168226419848972
many,2.9395594525370132
top,3.8102339634520788
not last,2.463490521235608
worth,4.2275752445198735
red,2.7740575372729195
want,2.4537595764390203
think,2.8340292689881412
fabulous,4.443589149611002
hard,2.5860141101588825
tried,3.504982244668406
facial,4.168754060669783
rich,3.6959570296361695
moisturizing,3.9200729638354135
not best,2.652962747035321
worked,2.9820845635459725
took,3.3502447306250778
affordable,3.9350277249748062
damaged,2.9647663637727613
fresh,3.9392097030279594
says,3.5227144202614245
oily,2.5648225979484254
find,3.5714903146970447
also,2.914744849937498
like,3.273509873318928
refreshing,4.450082944330852
buy,2.3025583616891483
quite,3.234727238071454
apply,3.073881623562344
